id,keywords,date
39629004,"['Asphyxiation', 'Lungs', 'Microbes', 'Cystic fibrosis', 'Trikafta', 'Treatment']",10-03-2024
39629044,"['Marijn Haverbeke', 'JavaScript', 'Programming', 'Digital world', 'Eloquent']",08-03-2024
39629225,"['Atmosphere sterilization', 'Flare stars', 'Cassini state', 'Tidally-locked planets', 'Resilience against runaway glaciation']",10-03-2024
39630985,"['Link storage', 'Cloudflare', 'Malware', 'Security', 'URL analysis', 'Hybrid Analysis', 'Intelligence gathering']",08-03-2024
39631139,"['NATO', 'Sweden', 'Accession', 'the North Atlantic Treaty Organization', 'Membership', 'Collective defense']",08-03-2024
39631516,"['Eye', 'Language modeling', 'Open source', 'Data sets', 'Pile BPB', 'Reasoning ability', 'Pile', 'World knowledge']",08-03-2024
39633172,['Intel'],10-03-2024
39635483,"['Collaboration', 'QLoRA', 'Training', 'GPUs', 'R&D', 'AI']",08-03-2024
39635743,"['Pirate archivism', 'Library Genesis', 'Anna\u2019s Archive', 'Cultural heritage', 'Copyright enforcement', 'the Pirate Library Mirror', 'Digital preservation', 'Knowledge loss']",10-03-2024
39636470,"['Input fields', 'User experience', 'Blocking websites', 'Tab visibility', 'Paste extension']",08-03-2024
39637471,,08-03-2024
39637487,"['Camera', 'Technique', 'Easing', 'Animation', 'Graphics', 'UI']",08-03-2024
39638836,,10-03-2024
39639125,"['Channel Islands', 'Settle & Carlisle', 'Worldwide', 'data protection & privacy', 'Trans-Siberian Railway', 'Belfast & Northern Ireland', 'train & ferry Select', 'Dublin & Ireland', 'Southampton-New York', 'Train travel', 'Europe', 'Fares', 'Tips & advice', 'Caledonian Sleeper London']",10-03-2024
39640992,"['C&W', 'Antigua & Barbuda', 'andUntil', 'Technology', 'Linux', 'Home lab', 'Networking', 'Servers', 'Engineer with Cable & Wireless']",09-03-2024
39641113,,10-03-2024
39642920,,10-03-2024
39643136,"['NATS', 'Postgres', 'Observability', 'DAG', 'Redis', 'Task queue', 'Distributed system', 'Reliability']",09-03-2024
39643833,"['The Securities and Exchange Commission', 'SEC filings', 'Investment analysis', 'SEC', 'Transparency', 'I&#x27;ve', 'F forms', 'Open-source project']",10-03-2024
39643958,"['Education', 'Technology', 'Music', 'Accessibility', 'GitHub', 'Piano']",10-03-2024
39643981,"['Epic Games', 'EU', 'the European Commission', 'DMA', 'Developer account', 'the European Commision', 'Epic', 'Apple', 'European Union', 'FreeFortnite', 'App Store', 'Fortnite']",09-03-2024
39647105,,10-03-2024
39647331,"['SPARC', 'CFS', 'Commonwealth Fusion Systems', 'Plasma Science and Fusion Center', 'MIT News', 'Champagne', 'Fusion', 'Superconducting', 'Technology', 'Magnets', 'PSFC', 'Applied Superconductivity', 'Power plant', 'IEEE Transactions', 'MIT']",10-03-2024
39650498,"['Product Security', 'Apple', 'Certificate', 'Security', 'macOS', 'TLS', 'CA']",10-03-2024
39651796,"['Monodraw', 'Text-based art', 'SVG', 'Crow's Foot notation', 'ER', 'Diagrams', 'Text banners', 'Data structure visualization', 'Flow charts', 'PNG', 'Algorithm visualization', 'Font customization', 'Entity-relationship diagrams', 'FIGlet', 'Layouts']",10-03-2024
39653718,"['Git collaboration', 'API', 'Postman, Insomnia', 'Offline-only', 'Bruno', 'Data privacy', 'API client']",10-03-2024
39656455,,12-03-2024
39656657,"['API', 'Shallow modules', 'Amazon S3', 'SAP', 'Filesystem', 'Deep modules', 'DevOps', 'YAML', 'Amazon Cloud Filesystem', 'Cloud technology']",12-03-2024
39656899,,12-03-2024
39660592,"['MongoDB', 'Administrators', 'Client', 'Multi-platform', 'BigTable', 'Database', 'Commercial', 'Datasources', 'ScyllaDB', 'Couchbase', 'DynamoDB', 'Tool', 'GitHub', 'Redis', 'Early Access', 'Non-JDBC', 'Cassandra', 'JDBC', 'Developers', 'Analysts', 'SQL']",12-03-2024
39662615,,12-03-2024
39662698,"['Monte-Carlo Graph Search', 'Directed graphs', 'Exponential growth', 'DAG', 'Game tree search', 'Graph search', 'Korus', 'Monte-Carlo Tree Search', 'Monte Carlo Tree Search (MCTS)', 'MCTS']",12-03-2024
39662721,,12-03-2024
39666956,,12-03-2024
39666993,"['Decentralized database', 'IPFS', 'Open-source community', 'IPFS network', 'Glitter SDK', 'E-book search engine', 'ENS', 'SDK']",12-03-2024
39668053,"['Memory corruption', 'Bug fixing', 'Android', 'Bluetooth LE', 'Hardware tagging']",12-03-2024
39668962,"['Onedoc', 'React Print PDF', 'LaTeX', 'Chakra UI', 'NDA', 'API', 'Open-source library', 'SDK', 'PDF generation', 'Tailwind CSS', 'Automation', '&quot;react', 'PDF', 'Document design']",12-03-2024
39669167,"['MUO', 'Security cameras', 'Indoor cameras', 'Airbnb', 'Privacy', 'Outdoor cameras']",12-03-2024
39670102,"['Disabling GIL', 'GitHub', 'GIL', 'Nogil', 'Thread safety', 'Buildbot', 'Python GIL']",12-03-2024
39670922,"['Infinite canvas', 'MIT', 'User ownership', 'JSON Canvas', 'Data longevity', 'Interoperability']",12-03-2024
39672450,"['Image/video generation', 'Stable Diffusion', 'Text generation', 'Robotics path planning', 'Protein design', 'HackerNews Diffusion', 'Generative modeling', 'Multimodal distributions']",12-03-2024
39673087,"['Cosmic expansion rate', 'Webb', 'Distance ladder', 'the James Webb Space Telescope', 'Cepheid variables', 'Universe', 'ESA', 'Hubble', 'NASA', 'ESA Planck', 'James Webb Space Telescope', 'Hubble constant']",12-03-2024
39673589,"['Standards', 'Death', 'Boeing', 'Testifying', 'John Barnett']",12-03-2024
39673754,"['Udny Yule', 'Confounding variables', 'Causal relations', 'University of California, Berkeley', 'Probability and statistics', 'Simpson's paradox', 'Social science and medicine']",12-03-2024
39675054,"['Transformer Debugger (TDB)', 'node/npm', 'Autoencoders', 'Language models', 'GitHub', 'OpenAI Superalignment', 'Contribute', 'Interpretability techniques']",12-03-2024
39675249,"['Delegation', 'Breaking down', 'Project', 'Task', 'Estimation']",12-03-2024
39675807,"['Animation tools', 'Graphic design', 'Adobe Illustrator', 'One-stop platform', 'Motion graphics', 'SVG animations']",12-03-2024
39676767,"['TCP', '\u2022 Laptop setup', '\u2022 Disk copying', '\u2022 GRML rescue CD', '\u2022 WiFi configuration', 'WiFi', 'NVME', 'GRML', '\u2022 Network services', '\u2022 Linux module', '\u2022 NVME over TCP']",12-03-2024
39678532,"['Apple', 'Digital Markets Act (DMA)', 'Web distribution', 'EU', 'the Apple Developer Program', 'Digital Markets Act', 'European Union', 'MacRumors', 'App distribution', 'Developers', 'the European Union']",12-03-2024
39678555,"['Flexibility', 'European Union', 'App distribution', 'EU', 'Web Distribution', 'the European Union', 'Developers', 'Apple']",12-03-2024
39678783,"['Global inequalities', 'Improvements', 'Weather forecasting', 'Accuracy', 'The Met Office', 'Life and livelihood', 'the Met Office']",13-03-2024
39679787,"['Autonomy', 'Development', 'GitHub', 'ControlNet', 'AI', 'Software engineering', 'Collaboration']",12-03-2024
39680997,"['Development', 'Productivity', 'Models', 'AI Research SuperCluster', 'RSC', 'AI', 'Research', 'GPU', 'LLM', 'NVIDIA', 'Hardware', 'GenAI', 'NLP', 'Meta', 'Infrastructure', 'AGI']",12-03-2024
39681920,"['NYPD', 'IP', 'Subpoena', 'the American Civil Liberties Union', 'Social media', 'the New York Civil Liberties Union', 'Privacy', 'Accountability']",13-03-2024
